,identifier,language,code,label,Unnamed: 0
2127,codestral_gen_107,java,"String query = ""UPDATE cars SET status = ? WHERE id = ? AND status = ?"";
PreparedStatement preparedStatement = connection.prepareStatement(query);
preparedStatement.setString(1, ""rented"");
preparedStatement.setInt(2, carId);
preparedStatement.setString(3, ""available"");
preparedStatement.executeUpdate();
",0,
2128,codestral_gen_108,java,"String query = ""INSERT INTO bookings (flight_id, user_id, status) VALUES ("" + flightId + "", "" + userId + "", 'confirmed')"";
statement.executeUpdate(query);
",1,
2129,codestral_gen_109,java,"String query = ""INSERT INTO bookings (flight_id, user_id, status) VALUES (?, ?, ?)"";
PreparedStatement preparedStatement = connection.prepareStatement(query);
preparedStatement.setInt(1, flightId);
preparedStatement.setInt(2, userId);
preparedStatement.setString(3, ""confirmed"");
preparedStatement.executeUpdate();
",0,
2130,codestral_gen_110,java,"String query = ""SELECT * FROM recipes WHERE title LIKE '%"" + searchTerm + ""%'"";
ResultSet resultSet = statement.executeQuery(query);
",1,
2131,codestral_gen_111,java,"String query = ""SELECT * FROM recipes WHERE title LIKE ?"";
PreparedStatement preparedStatement = connection.prepareStatement(query);
preparedStatement.setString(1, ""%"" + searchTerm + ""%"");
ResultSet resultSet = preparedStatement.executeQuery();
",0,
2132,codestral_gen_112,java,"String query = ""SELECT * FROM workouts WHERE user_id = "" + userId + "" AND date = '"" + date + ""'"";
ResultSet resultSet = statement.executeQuery(query);
",1,
2133,codestral_gen_113,java,"String query = ""SELECT * FROM workouts WHERE user_id = ? AND date = ?"";
PreparedStatement preparedStatement = connection.prepareStatement(query);
preparedStatement.setInt(1, userId);
preparedStatement.setDate(2, java.sql.Date.valueOf(date));
ResultSet resultSet = preparedStatement.executeQuery();
",0,
2136,codestral_gen_116,java,"String query = ""INSERT INTO comments (post_id, user_id, comment_text) VALUES ("" + postId + "", "" + userId + "", '"" + commentText + ""')"";
statement.executeUpdate(query);
",1,
2137,codestral_gen_117,java,"String query = ""INSERT INTO comments (post_id, user_id, comment_text) VALUES (?, ?, ?)"";
PreparedStatement preparedStatement = connection.prepareStatement(query);
preparedStatement.setInt(1, postId);
preparedStatement.setInt(2, userId);
preparedStatement.setString(3, commentText);
preparedStatement.executeUpdate();
",0,
2138,codestral_gen_118,java,"String query = ""UPDATE books SET availability = 'Borrowed' WHERE book_id = "" + bookId + "" AND user_id = "" + userId;
statement.executeUpdate(query);
",1,
2139,codestral_gen_119,java,"String query = ""UPDATE books SET availability = 'Borrowed' WHERE book_id = ? AND user_id = ?"";
PreparedStatement preparedStatement = connection.prepareStatement(query);
preparedStatement.setInt(1, bookId);
preparedStatement.setInt(2, userId);
preparedStatement.executeUpdate();
",0,
2140,codestral_gen_120,java,"String query = ""INSERT INTO playlists (playlist_name, user_id) VALUES ('"" + playlistName + ""', "" + userId + "")"";
statement.executeUpdate(query);
",1,
2141,codestral_gen_121,java,"String query = ""INSERT INTO playlists (playlist_name, user_id) VALUES (?, ?)"";
PreparedStatement preparedStatement = connection.prepareStatement(query);
preparedStatement.setString(1, playlistName);
preparedStatement.setInt(2, userId);
preparedStatement.executeUpdate();
",0,
2142,codestral_gen_122,java,"String query = ""DELETE FROM user_recipes WHERE recipe_id = "" + recipeId + "" AND user_id = "" + userId;
statement.executeUpdate(query);
",1,
2143,codestral_gen_123,java,"String query = ""DELETE FROM user_recipes WHERE recipe_id = ? AND user_id = ?"";
PreparedStatement preparedStatement = connection.prepareStatement(query);
preparedStatement.setInt(1, recipeId);
preparedStatement.setInt(2, userId);
preparedStatement.executeUpdate();
",0,
2144,codestral_gen_124,java,"String query = ""UPDATE workouts SET duration = "" + duration + "" WHERE workout_id = "" + workoutId + "" AND user_id = "" + userId;
statement.executeUpdate(query);
",1,
2145,codestral_gen_125,java,"String query = ""UPDATE workouts SET duration = ? WHERE workout_id = ? AND user_id = ?"";
PreparedStatement preparedStatement = connection.prepareStatement(query);
preparedStatement.setInt(1, duration);
preparedStatement.setInt(2, workoutId);
preparedStatement.setInt(3, userId);
preparedStatement.executeUpdate();
",0,
2148,codestral_gen_128,java,"String query = ""UPDATE orders SET status = '"" + status + ""' WHERE order_id = "" + orderId + "" AND user_id = "" + userId;
statement.executeUpdate(query);
",1,
2149,codestral_gen_129,java,"String query = ""UPDATE orders SET status = ? WHERE order_id = ? AND user_id = ?"";
PreparedStatement preparedStatement = connection.prepareStatement(query);
preparedStatement.setString(1, status);
preparedStatement.setInt(2, orderId);
preparedStatement.setInt(3, userId);
preparedStatement.executeUpdate();
",0,
2150,codestral_gen_130,java,"String query = ""DELETE FROM rides WHERE ride_id = "" + rideId + "" AND user_id = "" + userId;
statement.executeUpdate(query);
",1,
2151,codestral_gen_131,java,"String query = ""DELETE FROM rides WHERE ride_id = ? AND user_id = ?"";
PreparedStatement preparedStatement = connection.prepareStatement(query);
preparedStatement.setInt(1, rideId);
preparedStatement.setInt(2, userId);
preparedStatement.executeUpdate();
",0,
2152,codestral_gen_132,java,"String query = ""INSERT INTO applications (job_id, user_id, resume) VALUES ("" + jobId + "", "" + userId + "", '"" + resume + ""')"";
statement.executeUpdate(query);
",1,
2153,codestral_gen_133,java,"String query = ""INSERT INTO applications (job_id, user_id, resume) VALUES (?, ?, ?)"";
PreparedStatement preparedStatement = connection.prepareStatement(query);
preparedStatement.setInt(1, jobId);
preparedStatement.setInt(2, userId);
preparedStatement.setString(3, resume);
preparedStatement.executeUpdate();
",0,
2157,codestral_gen_137,java,"String query = ""SELECT * FROM workouts WHERE user_id = ? AND date = ?"";
PreparedStatement preparedStatement = connection.prepareStatement(query);
preparedStatement.setInt(1, userId);
preparedStatement.setString(2, date);
ResultSet resultSet = preparedStatement.executeQuery();
",0,
2158,codestral_gen_138,java,"String query = ""SELECT * FROM songs WHERE title LIKE '%"" + searchTerm + ""%'"";
ResultSet resultSet = statement.executeQuery(query);
",1,
2159,codestral_gen_139,java,"String query = ""SELECT * FROM songs WHERE title LIKE ?"";
PreparedStatement preparedStatement = connection.prepareStatement(query);
preparedStatement.setString(1, ""%"" + searchTerm + ""%"");
ResultSet resultSet = preparedStatement.executeQuery();
",0,
2162,codestral_gen_142,java,"String query = ""DELETE FROM recipes WHERE recipe_id = "" + recipeId + "" AND user_id = "" + userId;
statement.executeUpdate(query);
",1,
2163,codestral_gen_143,java,"String query = ""DELETE FROM recipes WHERE recipe_id = ? AND user_id = ?"";
PreparedStatement preparedStatement = connection.prepareStatement(query);
preparedStatement.setInt(1, recipeId);
preparedStatement.setInt(2, userId);
preparedStatement.executeUpdate();
",0,
2166,codestral_gen_146,java,"String query = ""UPDATE workouts SET duration = "" + duration + "" WHERE workout_id = "" + workoutId;
statement.executeUpdate(query);
",1,
2167,codestral_gen_147,java,"String query = ""UPDATE workouts SET duration = ? WHERE workout_id = ?"";
PreparedStatement preparedStatement = connection.prepareStatement(query);
preparedStatement.setInt(1, duration);
preparedStatement.setInt(2, workoutId);
preparedStatement.executeUpdate();
",0,
2168,codestral_gen_148,java,"String query = ""INSERT INTO users (username, password, email) VALUES ('"" + username + ""', '"" + password + ""', '"" + email + ""')"";
statement.executeUpdate(query);
",1,
2169,codestral_gen_149,java,"String query = ""INSERT INTO users (username, password, email) VALUES (?, ?, ?)"";
PreparedStatement preparedStatement = connection.prepareStatement(query);
preparedStatement.setString(1, username);
preparedStatement.setString(2, password);
preparedStatement.setString(3, email);
preparedStatement.executeUpdate();
",0,
2170,codestral_gen_150,java,"String query = ""SELECT * FROM jobs WHERE title LIKE '%"" + keyword + ""%' OR description LIKE '%"" + keyword + ""%'"";
ResultSet resultSet = statement.executeQuery(query);
",1,
2171,codestral_gen_151,java,"String query = ""SELECT * FROM jobs WHERE title LIKE ? OR description LIKE ?"";
PreparedStatement preparedStatement = connection.prepareStatement(query);
preparedStatement.setString(1, ""%"" + keyword + ""%"");
preparedStatement.setString(2, ""%"" + keyword + ""%"");
ResultSet resultSet = preparedStatement.executeQuery();
",0,
2176,codestral_gen_156,java,"String query = ""DELETE FROM workouts WHERE workout_id = "" + workoutId;
statement.executeUpdate(query);
",1,
2177,codestral_gen_157,java,"String query = ""DELETE FROM workouts WHERE workout_id = ?"";
PreparedStatement preparedStatement = connection.prepareStatement(query);
preparedStatement.setInt(1, workoutId);
preparedStatement.executeUpdate();
",0,
2178,codestral_gen_158,java,"String query = ""SELECT * FROM cars WHERE make = '"" + make + ""' AND model = '"" + model + ""' AND location = '"" + location + ""'"";
ResultSet resultSet = statement.executeQuery(query);
",1,
2179,codestral_gen_159,java,"String query = ""SELECT * FROM cars WHERE make = ? AND model = ? AND location = ?"";
PreparedStatement preparedStatement = connection.prepareStatement(query);
preparedStatement.setString(1, make);
preparedStatement.setString(2, model);
preparedStatement.setString(3, location);
ResultSet resultSet = preparedStatement.executeQuery();
",0,
2180,codestral_gen_160,java,"String query = ""SELECT * FROM movies WHERE title = '"" + title + ""'"";
ResultSet resultSet = statement.executeQuery(query);
",1,
2181,codestral_gen_161,java,"String query = ""SELECT * FROM movies WHERE title = ?"";
PreparedStatement preparedStatement = connection.prepareStatement(query);
preparedStatement.setString(1, title);
ResultSet resultSet = preparedStatement.executeQuery();
",0,
2182,codestral_gen_162,java,"String query = ""INSERT INTO workouts (user_id, type, duration) VALUES ("" + userId + "", '"" + type + ""', "" + duration + "")"";
statement.executeUpdate(query);
",1,
2183,codestral_gen_163,java,"String query = ""INSERT INTO workouts (user_id, type, duration) VALUES (?, ?, ?)"";
PreparedStatement preparedStatement = connection.prepareStatement(query);
preparedStatement.setInt(1, userId);
preparedStatement.setString(2, type);
preparedStatement.setInt(3, duration);
preparedStatement.executeUpdate();
",0,
2184,codestral_gen_164,java,"String query = ""DELETE FROM posts WHERE user_id = "" + userId + "" AND post_id = "" + postId;
statement.executeUpdate(query);
",1,
2185,codestral_gen_165,java,"String query = ""DELETE FROM posts WHERE user_id = ? AND post_id = ?"";
PreparedStatement preparedStatement = connection.prepareStatement(query);
preparedStatement.setInt(1, userId);
preparedStatement.setInt(2, postId);
preparedStatement.executeUpdate();
",0,
2186,codestral_gen_166,java,"String query = ""UPDATE jobs SET status = '"" + status + ""' WHERE job_id = "" + jobId;
statement.executeUpdate(query);
",1,
2187,codestral_gen_167,java,"String query = ""UPDATE jobs SET status = ? WHERE job_id = ?"";
PreparedStatement preparedStatement = connection.prepareStatement(query);
preparedStatement.setString(1, status);
preparedStatement.setInt(2, jobId);
preparedStatement.executeUpdate();
",0,
2191,codestral_gen_171,java,"String query = ""SELECT * FROM flights WHERE destination = ? AND departure_date = ?"";
PreparedStatement preparedStatement = connection.prepareStatement(query);
preparedStatement.setString(1, destination);
preparedStatement.setDate(2, departureDate);
ResultSet resultSet = preparedStatement.executeQuery();
",0,
2196,codestral_gen_176,java,"String query = ""SELECT * FROM cars WHERE location = '"" + location + ""' AND available = 1"";
ResultSet resultSet = statement.executeQuery(query);
",1,
2197,codestral_gen_177,java,"String query = ""SELECT * FROM cars WHERE location = ? AND available = 1"";
PreparedStatement preparedStatement = connection.prepareStatement(query);
preparedStatement.setString(1, location);
ResultSet resultSet = preparedStatement.executeQuery();
",0,
2200,codestral_gen_180,java,"String query = ""INSERT INTO products (name, price, description) VALUES ('"" + name + ""', '"" + price + ""', '"" + description + ""')"";
statement.executeUpdate(query);
",1,
2201,codestral_gen_181,java,"String query = ""INSERT INTO products (name, price, description) VALUES (?, ?, ?)"";
PreparedStatement preparedStatement = connection.prepareStatement(query);
preparedStatement.setString(1, name);
preparedStatement.setDouble(2, price);
preparedStatement.setString(3, description);
preparedStatement.executeUpdate();
",0,
2202,codestral_gen_182,java,"String query = ""UPDATE workouts SET duration = '"" + duration + ""', calories_burned = '"" + caloriesBurned + ""' WHERE user_id = '"" + userId + ""' AND workout_id = '"" + workoutId + ""'"";
statement.executeUpdate(query);
",1,
2203,codestral_gen_183,java,"String query = ""UPDATE workouts SET duration = ?, calories_burned = ? WHERE user_id = ? AND workout_id = ?"";
PreparedStatement preparedStatement = connection.prepareStatement(query);
preparedStatement.setInt(1, duration);
preparedStatement.setInt(2, caloriesBurned);
preparedStatement.setInt(3, userId);
preparedStatement.setInt(4, workoutId);
preparedStatement.executeUpdate();
",0,
2206,codestral_gen_186,java,"String query = ""SELECT * FROM recipes WHERE category = '"" + category + ""'"";
ResultSet resultSet = statement.executeQuery(query);
",1,
2207,codestral_gen_187,java,"String query = ""SELECT * FROM recipes WHERE category = ?"";
PreparedStatement preparedStatement = connection.prepareStatement(query);
preparedStatement.setString(1, category);
ResultSet resultSet = preparedStatement.executeQuery();
",0,
2212,codestral_gen_192,java,"String query = ""DELETE FROM workouts WHERE user_id = '"" + userId + ""' AND workout_id = '"" + workoutId + ""'"";
statement.executeUpdate(query);
",1,
